time,rhum,wdir,wspd
2021-07-21 19:00:00,47.0,None,None
2021-07-21 20:00:00,50.0,None,None
2021-07-21 21:00:00,60.0,None,None
2021-07-21 22:00:00,60.0,None,None
2021-07-21 23:00:00,64.0,None,None
2021-07-22 00:00:00,60.0,50.0,5.4
2021-07-22 01:00:00,60.0,None,None
2021-07-22 02:00:00,72.0,None,None
2021-07-22 03:00:00,77.0,None,None
2021-07-22 04:00:00,82.0,None,None
2021-07-22 05:00:00,88.0,None,None
2021-07-22 06:00:00,77.0,None,None
2021-07-22 07:00:00,77.0,None,None
2021-07-22 08:00:00,64.0,None,None
2021-07-22 09:00:00,64.0,None,None
2021-07-22 10:00:00,60.0,10.0,5.4
2021-07-22 11:00:00,53.0,None,None
2021-07-22 12:00:00,47.0,360.0,7.6
2021-07-22 13:00:00,44.0,None,None
2021-07-22 14:00:00,41.0,10.0,7.6
2021-07-22 15:00:00,36.0,None,None
2021-07-22 16:00:00,44.0,None,None
2021-07-22 17:00:00,44.0,None,None
2021-07-22 18:00:00,44.0,90.0,7.6
2021-07-22 19:00:00,47.0,None,None
2021-07-22 20:00:00,50.0,None,None
2021-07-22 21:00:00,64.0,None,None
2021-07-22 22:00:00,68.0,None,None
2021-07-22 23:00:00,68.0,None,None
2022-07-18 00:00:00,100.0,270.0,7.6
2022-07-18 01:00:00,100.0,240.0,18.4
2022-07-18 02:00:00,100.0,320.0,13.0
2022-07-18 03:00:00,100.0,270.0,13.0
2022-07-18 04:00:00,100.0,270.0,13.0
2022-07-18 05:00:00,100.0,280.0,16.6
2022-07-18 06:00:00,100.0,290.0,18.4
2022-07-18 07:00:00,100.0,270.0,11.2
2022-07-18 08:00:00,100.0,300.0,13.0
2022-07-18 09:00:00,100.0,300.0,13.0
2022-07-18 10:00:00,100.0,290.0,13.0
2022-07-18 11:00:00,94.0,310.0,9.4
2022-07-18 12:00:00,84.0,310.0,9.4
2022-07-18 13:00:00,79.0,330.0,9.4
2022-07-18 14:00:00,79.0,330.0,9.4
2022-07-18 15:00:00,74.0,330.0,11.2
2022-07-18 16:00:00,66.0,310.0,11.2
2022-07-18 17:00:00,58.0,310.0,9.4
2022-07-18 18:00:00,58.0,310.0,9.4
2022-07-18 19:00:00,58.0,0.0,0.0
2022-07-18 20:00:00,66.0,230.0,5.4
2022-07-18 21:00:00,84.0,230.0,7.6
2022-07-18 22:00:00,89.0,230.0,11.2
2022-07-18 23:00:00,89.0,230.0,11.2
2022-07-19 00:00:00,83.0,250.0,11.2
2022-07-19 01:00:00,89.0,250.0,9.4
2022-07-19 02:00:00,94.0,250.0,7.6
2022-07-19 03:00:00,100.0,250.0,7.6
2022-07-19 04:00:00,100.0,250.0,7.6
2022-07-19 05:00:00,100.0,240.0,7.6
2022-07-19 06:00:00,100.0,220.0,5.4
2022-07-19 07:00:00,100.0,250.0,7.6
2022-07-19 08:00:00,78.0,230.0,11.2
2022-07-19 09:00:00,78.0,230.0,11.2
2022-07-19 10:00:00,74.0,230.0,13.0
2022-07-19 11:00:00,70.0,230.0,16.6
2022-07-19 12:00:00,70.0,240.0,13.0
2022-07-19 13:00:00,62.0,230.0,24.1
2022-07-19 14:00:00,62.0,230.0,24.1
2022-07-19 15:00:00,62.0,250.0,22.3
2022-07-19 16:00:00,55.0,240.0,18.4
2022-07-19 17:00:00,59.0,240.0,18.4
2022-07-19 18:00:00,59.0,250.0,18.4
2022-07-19 19:00:00,59.0,240.0,14.8
2022-07-19 20:00:00,66.0,230.0,11.2
2022-07-19 21:00:00,79.0,220.0,7.6
2022-07-19 22:00:00,94.0,180.0,11.2
2022-07-19 23:00:00,94.0,180.0,11.2
2022-07-20 00:00:00,94.0,210.0,11.2
2022-07-20 01:00:00,83.0,210.0,11.2
2022-07-20 02:00:00,83.0,200.0,14.8
2022-07-20 03:00:00,89.0,220.0,14.8
2022-07-20 04:00:00,89.0,220.0,14.8
2022-07-20 05:00:00,89.0,220.0,13.0
2022-07-20 06:00:00,94.0,210.0,13.0
2022-07-20 07:00:00,94.0,210.0,20.5
2022-07-20 08:00:00,89.0,210.0,20.5
2022-07-20 09:00:00,89.0,210.0,20.5
2022-07-20 10:00:00,79.0,220.0,18.4
2022-07-20 11:00:00,79.0,210.0,22.3
2022-07-20 12:00:00,70.0,220.0,22.3
2022-07-20 13:00:00,70.0,220.0,22.3
2022-07-20 14:00:00,63.0,220.0,24.1
2022-07-20 15:00:00,63.0,200.0,30.0
2022-07-20 16:00:00,66.0,200.0,31.7
2022-07-20 17:00:00,75.0,250.0,9.4
2022-07-20 18:00:00,100.0,210.0,16.6
2022-07-20 19:00:00,79.0,210.0,16.6
2022-07-20 20:00:00,75.0,250.0,14.8
2022-07-20 21:00:00,70.0,290.0,14.8
2022-07-20 22:00:00,74.0,290.0,14.8
2022-07-20 23:00:00,70.0,290.0,18.4
2022-07-21 00:00:00,78.0,240.0,11.2
2022-07-21 01:00:00,78.0,240.0,11.2
2022-07-21 02:00:00,89.0,260.0,13.0
2022-07-21 03:00:00,83.0,260.0,18.4
2022-07-21 04:00:00,89.0,270.0,18.4
2022-07-21 05:00:00,94.0,260.0,18.4
2022-07-21 06:00:00,94.0,260.0,18.4
2022-07-21 07:00:00,94.0,260.0,18.4
2022-07-21 08:00:00,89.0,260.0,20.5
2022-07-21 09:00:00,84.0,240.0,20.5
2022-07-21 10:00:00,74.0,260.0,18.4
2022-07-21 11:00:00,74.0,260.0,18.4
2022-07-21 12:00:00,70.0,270.0,24.1
2022-07-21 13:00:00,62.0,280.0,24.1
2022-07-21 14:00:00,55.0,290.0,22.3
2022-07-21 15:00:00,49.0,290.0,22.3
2022-07-21 16:00:00,49.0,290.0,22.3
2022-07-21 17:00:00,49.0,300.0,20.5
2022-07-21 18:00:00,49.0,290.0,22.3
2022-07-21 19:00:00,52.0,280.0,16.6
2022-07-21 20:00:00,52.0,280.0,16.6
2022-07-21 21:00:00,66.0,240.0,9.4
2022-07-21 22:00:00,74.0,230.0,11.2
2022-07-21 23:00:00,84.0,210.0,11.2
2022-07-22 00:00:00,79.0,230.0,11.2
2022-07-22 01:00:00,79.0,230.0,11.2
2022-07-22 02:00:00,79.0,290.0,9.4
2022-07-22 03:00:00,89.0,300.0,11.2
2022-07-22 04:00:00,89.0,270.0,5.4
2022-07-22 05:00:00,94.0,240.0,7.6
2022-07-22 06:00:00,94.0,240.0,7.6
2022-07-22 07:00:00,94.0,210.0,5.4
2022-07-22 08:00:00,83.0,280.0,13.0
2022-07-22 09:00:00,84.0,290.0,11.2
2022-07-22 10:00:00,79.0,300.0,11.2
2022-07-22 11:00:00,79.0,300.0,11.2
2022-07-22 12:00:00,74.0,300.0,7.6
2022-07-22 13:00:00,70.0,280.0,9.4
2022-07-22 14:00:00,66.0,340.0,13.0
2022-07-22 15:00:00,66.0,340.0,13.0
2022-07-22 16:00:00,62.0,330.0,13.0
2022-07-22 17:00:00,49.0,260.0,18.4
2022-07-22 18:00:00,43.0,250.0,16.6
2022-07-22 19:00:00,48.0,250.0,16.6
2022-07-22 20:00:00,51.0,260.0,18.4
2022-07-22 21:00:00,58.0,260.0,13.0
2022-07-22 22:00:00,74.0,260.0,7.6
2022-07-22 23:00:00,78.0,230.0,7.6
2023-07-18 00:00:00, 61.0, 330.0, 11.2
2023-07-18 01:00:00, 69.0, 330.0, 11.2
2023-07-18 02:00:00, 69.0, 330.0, 11.2
2023-07-18 03:00:00, 94.0, 260.0, 9.4
2023-07-18 04:00:00, 94.0, 280.0, 7.6
2023-07-18 05:00:00, 100.0,None,None
2023-07-18 06:00:00, 100.0, 290.0, 9.4
2023-07-18 07:00:00, 100.0, 290.0, 9.4
2023-07-18 08:00:00, 78.0, 340.0, 7.6
2023-07-18 09:00:00, 73.0, 320.0, 7.6
2023-07-18 10:00:00, 78.0, 350.0, 5.4
2023-07-18 11:00:00, 69.0, 300.0, 7.6
2023-07-18 12:00:00, 69.0, 350.0, 7.6
2023-07-18 13:00:00, 69.0, 340.0, 7.6
2023-07-18 14:00:00, 65.0, 360.0, 9.4
2023-07-18 15:00:00, 65.0, 10.0, 14.8
2023-07-18 16:00:00, 57.0, 10.0, 11.2
2023-07-18 17:00:00, 57.0, 10.0, 11.2
2023-07-18 18:00:00, 51.0, 70.0, 11.2
2023-07-18 19:00:00, 50.0, 90.0, 9.4
2023-07-18 20:00:00, 78.0, 120.0, 7.6
2023-07-18 21:00:00, 78.0, 120.0, 7.6
2023-07-18 22:00:00, 78.0, 90.0, 7.6
2023-07-18 23:00:00, 83.0,None,None
2023-07-19 00:00:00, 94.0,None,None
2023-07-19 01:00:00, 100.0,None,None
2023-07-19 02:00:00, 100.0,None,None
2023-07-19 03:00:00, 100.0,None,None
2023-07-19 04:00:00, 100.0,None,None
2023-07-19 05:00:00, 100.0,None,None
2023-07-19 06:00:00, 100.0,None,None
2023-07-19 07:00:00, 100.0,None,None
2023-07-19 08:00:00, 100.0,None,None
2023-07-19 09:00:00, 94.0,None,None
2023-07-19 10:00:00, 61.0, 130.0, 7.6
2023-07-19 11:00:00, 54.0, 130.0, 7.6
2023-07-19 12:00:00, 54.0, 100.0, 7.6
2023-07-19 13:00:00, 54.0, 100.0, 7.6
2023-07-19 14:00:00, 58.0, 140.0, 11.2
2023-07-19 15:00:00, 45.0,None,None
2023-07-19 16:00:00, 54.0, 50.0, 11.2
2023-07-19 17:00:00, 54.0, 50.0, 11.2
2023-07-19 18:00:00, 51.0, 50.0, 9.4
2023-07-19 19:00:00, 65.0, 110.0, 7.6
2023-07-19 20:00:00, 83.0, 110.0, 5.4
2023-07-19 21:00:00, 83.0, 110.0, 5.4
2023-07-19 22:00:00, 94.0, 120.0, 5.4
2023-07-19 23:00:00, 100.0, 150.0, 5.4
2023-07-20 00:00:00, 94.0, 130.0, 9.4
2023-07-20 01:00:00, 100.0, 150.0, 5.4
2023-07-20 02:00:00, 100.0, 150.0, 5.4
2023-07-20 03:00:00, 88.0, 160.0, 16.6
2023-07-20 04:00:00, 88.0, 160.0, 16.6
2023-07-20 05:00:00, 100.0, 170.0, 9.4
2023-07-20 06:00:00, 100.0, 200.0, 14.8
2023-07-20 07:00:00, 100.0, 200.0, 14.8
2023-07-20 08:00:00, 100.0, 220.0, 18.4
2023-07-20 09:00:00, 100.0, 240.0, 14.8
2023-07-20 10:00:00, 100.0, 230.0, 16.6
2023-07-20 11:00:00, 94.0, 230.0, 16.6
2023-07-20 12:00:00, 100.0, 220.0, 18.4
2023-07-20 13:00:00, 100.0, 240.0, 16.6
2023-07-20 14:00:00, 89.0, 220.0, 16.6
2023-07-20 15:00:00, 79.0, 230.0, 24.1
2023-07-20 16:00:00, 79.0, 230.0, 22.3
2023-07-20 17:00:00, 79.0, 230.0, 18.4
2023-07-20 18:00:00, 94.0, 280.0, 14.8
2023-07-20 19:00:00, 94.0, 340.0, 22.3
2023-07-20 20:00:00, 89.0, 290.0, 14.8
2023-07-20 21:00:00, 89.0, 290.0, 14.8
2023-07-20 22:00:00, 100.0, 250.0, 7.6
2023-07-20 23:00:00, 100.0, 230.0, 13.0
2023-07-21 00:00:00, 100.0, 260.0, 9.4
2023-07-21 01:00:00, 100.0, 260.0, 9.4
2023-07-21 02:00:00, 89.0, 330.0, 14.8
2023-07-21 03:00:00, 100.0, 340.0, 14.8
2023-07-21 04:00:00, 100.0, 350.0, 14.8
2023-07-21 05:00:00, 100.0, 360.0, 14.8
2023-07-21 06:00:00, 100.0, 360.0, 14.8
2023-07-21 07:00:00, 100.0, 10.0, 22.3
2023-07-21 08:00:00, 100.0, 360.0, 24.1
2023-07-21 09:00:00, 100.0, 10.0, 18.4
2023-07-21 10:00:00, 100.0, 340.0, 13.0
2023-07-21 11:00:00, 94.0, 340.0, 14.8
2023-07-21 12:00:00, 94.0, 350.0, 13.0
2023-07-21 13:00:00, 83.0, 350.0, 9.4
2023-07-21 14:00:00, 83.0, 310.0, 9.4
2023-07-21 15:00:00, 74.0, 320.0, 11.2
2023-07-21 16:00:00, 74.0, 320.0, 11.2
2023-07-21 17:00:00, 69.0,None,None
2023-07-21 18:00:00, 61.0,None,None
2023-07-21 19:00:00, 65.0,None,None
2023-07-21 20:00:00, 83.0,None,None
2023-07-21 21:00:00, 83.0,None,None
2023-07-21 22:00:00, 88.0,None,None
2023-07-21 23:00:00, 100.0,None,None
2023-07-22 00:00:00, 100.0,None,None
2023-07-22 01:00:00, 100.0,None,None
2023-07-22 02:00:00, 100.0,None,None
2023-07-22 03:00:00, 100.0, 230.0, 5.4
2023-07-22 04:00:00, 100.0, 240.0, 7.6
2023-07-22 05:00:00, 100.0,None,None
2023-07-22 06:00:00, 100.0,None,None
2023-07-22 07:00:00, 100.0, 260.0, 5.4
2023-07-22 08:00:00, 100.0,None,None
2023-07-22 09:00:00, 94.0, 250.0, 7.6
2023-07-22 10:00:00, 78.0, 300.0, 13.0
2023-07-22 11:00:00, 78.0, 300.0, 13.0
2023-07-22 12:00:00, 78.0, 340.0, 16.6
2023-07-22 13:00:00, 57.0, 330.0, 13.0
2023-07-22 14:00:00, 54.0, 350.0, 11.2
2023-07-22 15:00:00, 51.0, 350.0, 9.4
2023-07-22 16:00:00, 51.0, 350.0, 9.4
2023-07-22 17:00:00, 45.0, 350.0, 5.4
2023-07-22 18:00:00, 48.0,None,None
2023-07-22 19:00:00, 78.0, 240.0, 7.6
2023-07-22 20:00:00, 83.0, 230.0, 5.4
2023-07-22 21:00:00, 83.0, 230.0, 5.4
2023-07-22 22:00:00, 100.0,None, 5.4
2023-07-22 23:00:00, 100.0,None,None
2024-07-18 00:00:00,78.0,40.0,14.8
2024-07-18 01:00:00,73.0,40.0,13.0
2024-07-18 02:00:00,65.0,40.0,16.6
2024-07-18 03:00:00,69.0,20.0,20.5
2024-07-18 04:00:00,73.0,20.0,20.5
2024-07-18 05:00:00,73.0,30.0,24.1
2024-07-18 06:00:00,78.0,30.0,24.1
2024-07-18 07:00:00,83.0,20.0,18.4
2024-07-18 08:00:00,73.0,40.0,14.8
2024-07-18 09:00:00,69.0,10.0,16.6
2024-07-18 10:00:00,69.0,10.0,16.6
2024-07-18 11:00:00,65.0,30.0,16.6
2024-07-18 12:00:00,61.0,360.0,14.8
2024-07-18 13:00:00,57.0,360.0,14.8
2024-07-18 14:00:00,57.0,360.0,14.8
2024-07-18 15:00:00,57.0,360.0,16.6
2024-07-18 16:00:00,57.0,360.0,18.4
2024-07-18 17:00:00,53.0,30.0,13.0
2024-07-18 18:00:00,57.0,360.0,9.4
2024-07-18 19:00:00,56.0,7.0,20.2
2024-07-18 20:00:00,62.0,36.0,24.5
2024-07-18 21:00:00,65.0,48.0,25.6
2024-07-18 22:00:00,64.0,56.0,25.9
2024-07-18 23:00:00,64.0,80.0,11.2
2024-07-19 00:00:00,64.0,80.0,11.2
2024-07-19 01:00:00,73.0,100.0,5.4
2024-07-19 02:00:00,72.0,None,None
2024-07-19 03:00:00,88.0,None,None
2024-07-19 04:00:00,88.0,None,None
2024-07-19 05:00:00,88.0,None,None
2024-07-19 06:00:00,88.0,None,None
2024-07-19 07:00:00,83.0,None,None
2024-07-19 08:00:00,69.0,None,None
2024-07-19 09:00:00,69.0,None,None
2024-07-19 10:00:00,73.0,330.0,11.2
2024-07-19 11:00:00,54.0,50.0,11.2
2024-07-19 12:00:00,57.0,40.0,11.2
2024-07-19 13:00:00,54.0,100.0,11.2
2024-07-19 14:00:00,54.0,100.0,11.2
2024-07-19 15:00:00,54.0,40.0,11.2
2024-07-19 16:00:00,51.0,50.0,9.4
2024-07-19 17:00:00,47.0,80.0,11.2
2024-07-19 18:00:00,47.0,80.0,11.2
2024-07-19 19:00:00,53.0,110.0,14.8
2024-07-19 20:00:00,57.0,110.0,11.2
2024-07-19 21:00:00,64.0,100.0,7.6
2024-07-19 22:00:00,73.0,None,None
2024-07-19 23:00:00,73.0,None,None
2024-07-20 00:00:00,73.0,None,None
2024-07-20 01:00:00,83.0,None,None
2024-07-20 02:00:00,94.0,None,None
2024-07-20 03:00:00,94.0,None,None
2024-07-20 04:00:00,88.0,None,None
2024-07-20 05:00:00,88.0,None,None
2024-07-20 06:00:00,94.0,None,None
2024-07-20 07:00:00,88.0,None,None
2024-07-20 08:00:00,68.0,None,None
2024-07-20 09:00:00,68.0,None,None
2024-07-20 10:00:00,53.0,320.0,5.4
2024-07-20 11:00:00,50.0,330.0,9.4
2024-07-20 12:00:00,54.0,350.0,11.2
2024-07-20 13:00:00,54.0,350.0,11.2
2024-07-20 14:00:00,48.0,25.0,9.4
2024-07-20 15:00:00,45.0,50.0,7.6
2024-07-20 16:00:00,45.0,360.0,7.6
2024-07-20 17:00:00,45.0,None,None
2024-07-20 18:00:00,45.0,None,None
2024-07-20 19:00:00,48.0,None,None
2024-07-20 20:00:00,57.0,110.0,9.4
2024-07-20 21:00:00,64.0,None,None
2024-07-20 22:00:00,73.0,None,None
2024-07-20 23:00:00,73.0,None,None
2024-07-21 00:00:00,83.0,None,None
2024-07-21 01:00:00,88.0,240.0,5.4
2024-07-21 02:00:00,83.0,240.0,7.6
2024-07-21 03:00:00,88.0,None,None
2024-07-21 04:00:00,88.0,None,None
2024-07-21 05:00:00,83.0,240.0,7.6
2024-07-21 06:00:00,83.0,240.0,7.6
2024-07-21 07:00:00,78.0,230.0,7.6
2024-07-21 08:00:00,83.0,240.0,7.6
2024-07-21 09:00:00,74.0,None,None
2024-07-21 10:00:00,74.0,None,None
2024-07-21 11:00:00,69.0,None,None
2024-07-21 12:00:00,61.0,330.0,5.4
2024-07-21 13:00:00,61.0,None,None
2024-07-21 14:00:00,58.0,350.0,9.4
2024-07-21 15:00:00,61.0,350.0,9.4
2024-07-21 16:00:00,51.0,340.0,9.4
2024-07-21 17:00:00,54.0,330.0,9.4
2024-07-21 18:00:00,54.0,330.0,9.4
2024-07-21 19:00:00,57.0,40.0,7.6
2024-07-21 20:00:00,57.0,None,None
2024-07-21 21:00:00,69.0,100.0,7.6
2024-07-21 22:00:00,69.0,None,None
2024-07-21 23:00:00,73.0,90.0,7.6
2024-07-22 00:00:00,78.0,None,None
2024-07-22 01:00:00,83.0,None,None
2024-07-22 02:00:00,88.0,None,None
2024-07-22 03:00:00,88.0,None,None
2024-07-22 04:00:00,88.0,None,None
2024-07-22 05:00:00,88.0,None,None
2024-07-22 06:00:00,94.0,None,None
2024-07-22 07:00:00,83.0,None,None
2024-07-22 08:00:00,78.0,None,None
2024-07-22 09:00:00,78.0,None,None
2024-07-22 10:00:00,78.0,200.0,11.2
2024-07-22 11:00:00,74.0,None,None
2024-07-22 12:00:00,74.0,None,None
2024-07-22 13:00:00,74.0,220.0,11.2
2024-07-22 14:00:00,74.0,220.0,7.6
2024-07-22 15:00:00,83.0,210.0,5.4
2024-07-22 16:00:00,74.0,190.0,5.4
2024-07-22 17:00:00,65.0,None,None
2024-07-22 18:00:00,65.0,None,None
2024-07-22 19:00:00,69.0,None,None
2024-07-22 20:00:00,69.0,None,None
2024-07-22 21:00:00,83.0,None,None
2024-07-22 22:00:00,83.0,None,None
2024-07-22 23:00:00,83.0,None,None